TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
281,55,8.2,3.3,7.8,,purchasing,agents,wholesale,retail,farm
131,55.3,5.1,7.3,4.3,,market,survey,researchers,,
184,55.3,14.5,6.2,11,,operator,,,,
132,55.5,26.3,6.5,9.5,,clerk,operator,,,
303,55.6,21.6,4.3,37.6,,operator,,,,
5765,55.9,9.8,6.5,7,,business,financial,operations,occupations,
67,56.1,3,1.6,7.5,,manager,,,,
28795,56.3,8.8,6.6,6.4,,professional,occupations,,,
89,56.5,6.3,3.3,6,,analyst,reporter,,,
7374,56.6,11.6,5.4,20.6,,food,preparation,serving,occupations,
1136,56.8,7.3,1.1,5.2,,teacher,,,,
384,56.8,3.2,1.7,8.6,,bartender,,,,
294,57.1,7.1,2.2,10.3,,clerk,,,,
995,57.1,5.9,4.7,7.4,,real,estate,brokers,sales,agents
23133,57.3,15.8,4.2,19.2,,service,occupations,,,
150,58.1,5.8,2.3,5.8,,editor,,,,
60,58.3,8.5,14,26.5,,worker,,,,
76,58.4,20.7,4.9,10.4,,examiner,collector,,,
574,58.5,14.9,3.6,15.5,,worker,,,,
94,58.6,11.4,2.6,6,,therapist,,,,
209,58.7,10.6,16.1,21.1,,assembler,,,,
291,59.1,13.6,1.2,9.4,,dispatchers,,,,
58,60.7,16.9,4.1,17.2,,operator,,,,
452,61.1,16.8,4.8,41.6,,packers,packagers,hand,,
664,61.2,12.2,6.8,24.4,,worker,,,,
2138,61.3,17.1,2.8,9.8,,community,social,services,occupations,
154,61.4,6.5,2.9,4.7,,specialist,,,,
303,61.6,13.8,3.7,6.8,,appraiser,examiner,investigator,,
1683,61.9,8.4,9.8,6.4,,accountant,auditor,,,
74,62.1,9,7.5,11.1,,assistant,,,,
279,62.7,6.6,3.3,13.3,,worker,,,,
178,62.8,5.6,0.5,2.2,,writer,,,,
178,62.8,20.3,7,29.4,,worker,,,,
76,62.9,8.1,1.1,10.5,,worker,operator,,,
35962,63.3,11.2,4,11.1,,sales,office,occupations,,
805,63.4,13.4,2.4,5.4,,education,administrators,,,
51,63.8,13.1,0.1,13.6,,guard,,,,
169,64,18.7,4.4,13.9,,clerk,,,,
179,64.4,21,1.4,15.5,,telemarketers,,,,
152,64.4,7.8,15,4.3,,supervisor,worker,manager,,
321,65.7,10.3,4.4,11.4,,attendant,,,,
709,65.9,11,5.3,6.5,,teacher,instructor,,,
138,65.9,15.4,6.9,14,,clerk,,,,
276,67,24.3,2.4,16.2,,specialist,,,,
337,67,11.3,1.9,7.5,,worker,,,,
143,67.2,11.4,4.2,13.2,,clerk,,,,
188,67.3,2.8,0.3,4.7,,psychologist,,,,
54,68,15.8,13.5,2.6,,analyst,,,,
93,68.2,13.6,6.3,14.9,,tax,preparers,,,
1833,68.7,16.2,3.6,13.1,,customer,service,representatives,,
177,68.9,4.6,6,5.1,,therapist,,,,
147,69.1,23.4,6.4,19.4,,food,servers,nonrestaurant,,
307,69.3,11.7,2,6.2,,manager,,,,
56,69.4,25.7,1.4,6.5,,advisor,,,,
69,69.4,17.8,3.5,40.5,,graders,sorters,agricultural,products,
626,69.8,18.6,1.5,10.1,,counselor,,,,
146,69.8,1.4,1,10.3,,nonfarm,animal,caretakers,,
1598,69.8,9.8,3.4,9,,worker,,,,
660,70.9,13.1,5.2,7.8,,specialist,,,,
470,71.2,9,2.7,5.5,,manager,,,,
305,71.5,12.5,3.5,13,,worker,,,,
1927,71.8,7.1,5.2,15.3,,waiter,,,,
110,71.9,12,2.6,5.8,,underwriter,,,,
276,72,12.5,1.3,5.5,,technician,,,,
207,72.2,22.7,3,14.1,,collector,,,,
272,72.7,8.5,2.9,9.4,,manager,,,,
6748,73.2,9.9,7.4,5.4,,practitioner,,,,
64,73.4,16.3,4.8,12.5,,clerk,,,,
8114,73.8,9.9,3.7,6.9,,education,training,library,occupations,
334,74.2,11.4,12.1,7.5,,technician,,,,
103,74.5,14,3.3,9.4,,attendant,,,,
19529,75.3,12.9,3.8,11.6,,office,administrative,support,occupations,
229,75.3,7.6,4.3,14.2,,worker,,,,
3075,75.9,15.5,5.4,16.2,,cashier,,,,
70,76,29.3,8.5,35.7,,pressers,textile,garment,materials,
91,76.3,7.8,11.3,7.5,,travel,agents,,,
198,77,11.4,4.8,12.9,,clerk,,,,
269,77.4,13.8,14.7,33.6,,operator,,,,
55,77.5,9.4,3.4,6.4,,assistant,aide,therapist,,
58,78,31.6,1.7,15.3,,operator,,,,
4531,78.3,14.2,6,12.9,,personal,care,service,occupations,
91,79.3,5,9.3,24.3,,tailors,dressmakers,sewers,,
167,79.4,17,2.6,15.3,,interviewers,eligibility,loan,,
670,80.1,19,3.3,9.6,,worker,,,,
376,81.4,16.2,4.6,13.7,,clerk,,,,
106,81.4,11.3,4.6,7.8,,clerk,,,,
390,81.8,11.8,5.7,8.5,,technician,practitioner,,,
111,82,5.5,4.3,3.1,,therapist,,,,
2616,82.2,9.6,2.4,5.9,,teacher,,,,
495,82.2,16.8,5.8,14.2,,data,entry,keyers,,
55,82.7,29.6,4.5,13.9,,eligibility,interviewers,government,programs,
965,84.5,13.8,6.4,13.1,,clerk,,,,
256,84.6,6.5,3.3,12.8,,hosts,hostesses,restaurant,lounge,coffee
214,84.9,5.8,2.5,4.6,,librarian,,,,
216,85.1,7.4,43.2,8.9,,worker,,,,
421,85.3,10.8,2.5,5.7,,teacher,,,,
130,85.4,11,7.1,13.4,,assistant,,,,
63,85.9,8.6,0.6,9,,models,demonstrators,product,promoters,
668,85.9,24.1,5.3,15.6,,aide,,,,
353,86.4,8.2,2.5,11.5,,paralegal,assistant,,,
121,86.6,19,2.3,9,,technician,,,,
263,86.9,19.4,4.4,8.6,,clerk,,,,
418,87.3,12.8,5.9,11,,teller,,,,
1900,88.7,32.5,4.6,15,,aide,,,,
427,89,15.9,3.8,9,,clerk,operator,,,
3092,89,24.8,4.1,13.8,,healthcare,support,occupations,,
66,89.3,16.6,2.6,10.5,,assistant,,,,
1382,89.5,20.1,4.2,35.2,,maids,housekeeping,cleaners,,
947,90.9,14.1,1.8,14,,assistant,teacher,,,
1456,91.3,6.9,3.4,8.4,,clerk,,,,
164,91.4,10.7,3.7,11.2,,clerk,,,,
98,92,5,0.8,2.8,,pathologist,,,,
738,92,11.3,4,10.3,,hairdresser,,,,
2416,92.3,10,6.4,4.3,,nurse,,,,
1376,92.4,11.3,3.8,12.2,,receptionist,clerk,,,
510,93.4,21.6,2.6,5.5,,nurse,,,,
1329,94.8,15.5,2.5,18.1,,worker,,,,
295,95,20,2.7,12.5,,word,processors,typists,,
68,95.3,18.4,6,5.9,,nutritionist,,,,
259,96.1,6.3,3.3,13.5,,assistant,,,,
132,97.1,1,3.3,8.5,,hygienist,,,,
3499,97.3,9.2,2,8.6,,assistant,,,,
719,97.7,14.7,3,10.4,,teacher,,,,
