TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
188,45.6,13,6.6,28.4,,baker,,,,
1176,46,5.9,11,3.5,,teacher,,,,
64,46.5,6.2,0.2,17.7,,weighers,measurers,checkers,samplers,recordkeeping
139252,46.5,10.7,4.3,12.9,,,,,,
233,47,3.1,11,3.7,,pharmacist,,,,
2687,47,6.1,4.8,7.5,,arts,design,entertainment,sports,media
167,48,30.4,9.4,12,,clerk,,,,
124,48.2,6.6,7.6,4.8,,market,survey,researchers,,
602,48.5,24.4,2,12.8,,driver,,,,
604,48.5,6.8,1.9,11.8,,manager,,,,
1554,48.9,6.4,3,5.7,,legal,occupations,,,
211,49.2,5.3,1.3,5.7,,advertising,sales,agents,,
15983,49.3,9,4.2,10.3,,sales,occupations,,,
48532,50.3,8.1,5.6,6.4,,management,professional,occupations,,
222,50.7,2.2,3.9,6.4,,worker,,,,
3130,50.8,10.9,3.8,10.9,,salesperson,,,,
212,51,5,3.1,8,,wholesale,retail,buyers,farm,products
55,51.2,14.8,3.5,14,,technician,worker,,,
152,51.3,4.1,11.7,4.2,,manager,,,,
126,51.5,14.4,1.3,8.3,,safety,transportation,,,
92,52,8.4,12.7,15.4,,technician,,,,
154,52.2,28.4,5.1,15.4,,clerk,operator,,,
85,52.5,8.7,6.3,20.5,,food,batchmakers,,,
95,52.8,7.8,19.1,7.7,,worker,,,,
288,53.1,7.6,3.7,6.1,,clerk,,,,
93,53.2,5.1,17.6,3.1,,scientist,,,,
81,53.7,7.4,4.7,3.4,,analyst,reporter,,,
164,53.9,4.1,3.3,4.1,,editor,,,,
792,54,5,7.1,7.4,,designers,,,,
285,54.2,11.6,2.5,6.2,,purchasing,agents,wholesale,retail,farm
912,54.5,5.7,3.6,6.7,,real,estate,brokers,sales,agents
103,54.7,11.9,3.8,6.4,,therapist,,,,
318,54.9,20.4,3.5,42.4,,operator,,,,
226,54.9,12,17.6,21.1,,assembler,,,,
191,55.1,14.6,5.6,9,,operator,,,,
194,55.1,3.6,2.2,2.6,,writer,,,,
186,55.2,10.5,4.1,12.6,,clerk,,,,
1151,55.3,6.6,1.5,5.2,,teacher,,,,
257,55.6,12.2,2.5,9.2,,dispatchers,,,,
5680,55.8,9.6,5.7,6.5,,business,financial,operations,occupations,
28297,56.1,9,6.4,6.4,,professional,occupations,,,
7279,56.1,11.5,5.2,19.3,,food,preparation,serving,occupations,
1045,56.6,7.8,4.8,6.9,,manager,,,,
425,56.7,10,4.4,8.2,,counselor,officer,,,
64,56.7,12.8,2.2,7.4,,worker,,,,
22720,56.8,15.6,4.3,19.1,,service,occupations,,,
61,56.9,13.1,7.5,14.8,,operator,,,,
621,57.5,15.1,6.3,22.8,,worker,,,,
360,58.2,2.6,1.9,10.7,,bartender,,,,
644,59,12.7,3.9,14.6,,worker,,,,
195,60,18.5,8.3,27.5,,worker,,,,
70,60.3,5.2,0.9,4.1,,manager,,,,
260,60.3,6.6,2,6.9,,worker,,,,
1723,60.5,8.6,9.5,6.7,,accountant,auditor,,,
432,60.8,14.1,3.5,44.1,,packers,packagers,hand,,
133,61.1,7.6,3.3,4.6,,specialist,,,,
2170,61.1,19.1,2.8,9.4,,community,social,services,occupations,
128,62,2.8,0.2,9.8,,nonfarm,animal,caretakers,,
757,62.6,12.8,2.1,5.3,,education,administrators,,,
88,63.1,6.1,9.9,8.1,,tax,preparers,,,
81,63.6,19.1,4.5,5.9,,examiner,collector,,,
312,63.6,5.6,3.1,11.8,,worker,,,,
180,63.8,18.6,2.7,17,,telemarketers,,,,
35464,63.9,11,3.9,10.8,,sales,office,occupations,,
262,64.4,7.3,1.3,6.6,,manager,,,,
667,64.7,8.6,4.8,8.6,,teacher,instructor,,,
55,64.8,11.6,1.5,2,,directors,religious,activities,education,
327,64.9,12.2,4.2,12.3,,attendant,,,,
314,64.9,12.6,3.2,7,,worker,,,,
165,64.9,19.4,8.3,16.1,,food,servers,nonrestaurant,,
173,65.4,7.1,10.3,3.3,,therapist,,,,
283,65.6,24.7,1.7,12.3,,specialist,,,,
161,65.7,16.8,5.9,12.2,,clerk,,,,
281,65.9,16.2,2.4,6.1,,appraiser,examiner,investigator,,
99,65.9,11,2.4,6,,worker,,,,
76,66,21.8,7.3,47.1,,pressers,textile,garment,materials,
185,66.7,3.3,1.4,4.6,,psychologist,,,,
280,67,13.6,2.2,6.1,,manager,,,,
174,67.3,9.1,16.6,7.7,,supervisor,worker,manager,,
61,67.3,10.7,7.5,6.2,,assistant,aide,therapist,,
70,67.3,6.8,7.6,9.4,,assistant,,,,
694,67.9,13.2,3.9,7.8,,specialist,,,,
59,68.2,14.8,2.1,9.2,,worker,operator,,,
296,68.6,12.8,4.1,13.4,,food,,,,
643,69.1,21.9,2,9.7,,counselor,,,,
101,69.9,7.8,19.7,18.3,,tailors,dressmakers,sewers,,
229,70.2,20.1,2.9,15.4,,collector,,,,
74,70.3,7.7,12.8,33.8,,worker,,,,
1749,71.1,16.4,2.9,12.4,,customer,service,representatives,,
98,71.2,8.4,4.2,4.9,,underwriter,,,,
116,71.4,15.2,4.3,11.2,,attendant,,,,
1631,71.4,11.1,3,8.4,,worker,,,,
508,71.7,8.8,4.3,4.7,,manager,,,,
284,71.8,7.3,3.4,7.4,,technician,,,,
114,71.9,7.9,4.6,12.2,,clerk,,,,
333,72,14.6,10.2,6.9,,technician,,,,
1892,73.1,7,4.8,12.7,,waiter,,,,
6721,73.2,10,7.4,5.5,,practitioner,,,,
7900,73.4,9.4,3.4,6.9,,education,training,library,occupations,
65,75,9.9,2.4,12,,clerk,,,,
106,75.3,14.1,2.9,13,,clerk,,,,
19481,75.9,12.8,3.6,11.1,,office,administrative,support,occupations,
2971,76.1,15.6,5.6,15.9,,cashier,,,,
68,76.4,10,5.4,44.7,,graders,sorters,agricultural,products,
66,76.5,22.4,4.7,22.4,,eligibility,interviewers,government,programs,
215,76.6,6,4.1,8.1,,worker,,,,
4488,77.6,14.9,6.3,12.7,,personal,care,service,occupations,
687,77.7,20.4,2.9,10.9,,worker,,,,
281,77.7,13.5,15.2,32.5,,operator,,,,
387,79.8,14.1,7.6,11.9,,clerk,,,,
504,80.3,15.7,3.7,13.1,,data,entry,keyers,,
64,80.6,15.3,5,13.5,,assistant,,,,
2580,81.3,9.5,1.7,6.4,,teacher,,,,
56,81.6,39.8,1,13.1,,operator,,,,
95,82,7.1,7.9,10.5,,travel,agents,,,
186,82.9,11.5,5.2,10.6,,clerk,,,,
117,83.2,6.8,5,9.1,,assistant,,,,
217,83.2,5.6,4.5,4.6,,librarian,,,,
384,83.3,9.7,1.3,5,,teacher,,,,
982,83.5,12.7,6.1,14.8,,clerk,,,,
397,84.1,10.8,4.2,7.7,,technician,practitioner,,,
106,84.6,4.4,2.9,6.5,,therapist,,,,
143,84.7,19.7,2.8,13.4,,interviewers,eligibility,loan,,
200,85.4,3.7,47.5,8.2,,worker,,,,
322,86.4,10.4,2.8,10.7,,paralegal,assistant,,,
68,86.4,8.5,0.4,6.9,,models,demonstrators,product,promoters,
66,86.5,18.2,2.2,6,,operator,,,,
277,87.2,16.8,1,11,,clerk,,,,
630,87.6,21.8,6.1,16.1,,aide,,,,
424,88.1,10.9,5,10,,teller,,,,
102,88.2,12,1.8,10.5,,clerk,,,,
91,88.6,16,4.4,18.6,,technician,,,,
84,89.2,21.1,3.3,11.3,,nutritionist,,,,
1806,89.3,34.6,3.7,13.4,,aide,,,,
2921,89.3,25.9,3.5,13.1,,healthcare,support,occupations,,
1365,90,18,4.9,38.2,,maids,housekeeping,cleaners,,
237,90.1,4.1,4.3,9.6,,hosts,hostesses,restaurant,lounge,coffee
722,91.5,12.1,3.3,11.5,,hairdresser,,,,
441,91.6,13.2,5.2,10.7,,clerk,operator,,,
920,91.6,14.6,1.8,14.3,,assistant,teacher,,,
1567,91.8,7.4,3.9,6.9,,clerk,,,,
153,91.9,5.8,4.8,7.3,,clerk,,,,
2464,92.2,10.1,6.8,4.4,,nurse,,,,
1373,92.4,10.6,2.5,14,,receptionist,clerk,,,
319,93.5,19.5,4.4,8.6,,word,processors,typists,,
517,94.3,20.8,3.4,5.6,,nurse,,,,
1332,94.5,17.8,2.1,16.5,,worker,,,,
93,95.1,6,0.5,2.1,,pathologist,,,,
242,96.5,5.1,2.5,15.3,,assistant,,,,
3522,96.9,9.4,2,8.1,,assistant,,,,
656,98.1,15.2,2.5,8.2,,teacher,,,,
130,98.8,2.6,1.1,4.2,,hygienist,,,,
